EIN,NAME,APPLICATION_TYPE,AFFILIATION,CLASSIFICATION,USE_CASE,ORGANIZATION,STATUS,INCOME_AMT,SPECIAL_CONSIDERATIONS,ASK_AMT,IS_SUCCESSFUL
270241179,ALPHA PHI SIGMA,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
270241279,ALPHA PHI SIGMA,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
270241621,NEW HOME COMMUNITY LIFE INCORPORATED,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,5000,1
270241717,ALPHA PHI SIGMA,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
270242183,ALPHA PHI SIGMA,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
270245153,VFW AUXILIARY DEPARTMENT OF OKLAHOMA INC,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
270245256,VFW AUXILIARY DEPARTMENT OF OKLAHOMA INC,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
270245303,VFW AUXILIARY DEPARTMENT OF OKLAHOMA INC,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
270252003,KLEIN SUPPORT GROUPS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
270252101,FLORIDA ADULT AND TECHNICAL DISTANCE EDUCATION CONSORTIUM INC,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,120765,1
270257064,BOZEMAN MASTERS SWIM CLUB OF MONTANA INC,T3,Independent,C1700,Preservation,Trust,1,0,N,5000,0
270258566,UNITED STATES NAVAL SEA CADETS REGION 6-4,T3,Independent,C1200,Preservation,Association,1,0,N,5000,1
270258893,HELENA YOUNG PROFESSIONALS,T7,Independent,C1000,ProductDev,Trust,1,0,N,5000,1
270260550,COVINGTON ANIMAL RESCUE EFFORT,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
270261234,GENESIS COMMUNITY GROUP,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
270262182,NATIONAL YOUNG MENS SERVICE LEAGUE,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
270270575,FELLOWSHIP OF CHRISTIAN COWBOYS INC,T3,CompanySponsored,C7100,Preservation,Association,1,0,N,5000,1
270270638,FELLOWSHIP OF CHRISTIAN COWBOYS INC,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
270270726,TOP O TEXAS CHAPTER OF FELLOWSHIP OF CHRISTIAN COWBOYS,T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,7057,1
270271763,PTA UTAH CONGRESS,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
270271771,PTA UTAH CONGRESS,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
270271778,PTA UTAH CONGRESS,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
270271781,PTA UTAH CONGRESS,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
270273042,SAGE SCHOOL INCORPORATED,T3,Independent,C2000,Preservation,Trust,1,1M-5M,N,1094323,0
270273893,AMVETS,T19,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
270275020,DRUM ROLLER INSTITUTE,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
270277580,NUEVO PUEBLO HOUSING CDC,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,0
270277867,SIGMA SIGMA PHI,T7,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,1
270279139,PASTORAL COUNSELING ASSOCIATION,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
270280688,KRISTIE A GONZALEZ FOUNDATION INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
270282849,CITY TO SADDLE,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
270285675,OAK MIDDLE SCHOOL FRIENDS OF MUSIC BOOSTER CLUB,T3,Independent,C1200,Preservation,Trust,1,100000-499999,N,33269,0
270300957,SOMALI COMMUNITY SELF MANAGEMENT,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
270304664,COMMUNITY SHAREHOUSE THE FURNITURE BANK OF TULSA COUNTY INC,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,29312,1
270305431,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
270307008,WEST OCALA COMMUNITY CENTER INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
270308554,SOCIETY OF SAINT VINCENT DE PAUL COUNCIL OF LOS ANGELES,T3,CompanySponsored,C1700,Preservation,Association,1,0,N,5000,0
270309522,PONDER & JODY JONES MEMORIAL FUND INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
270315756,MONTGOMERY COUNTY SENIOR GARDEN INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
270320137,MISSION COMPASSION INC,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,151308,1
270324042,VFW AUXILIARY DEPARTMENT OF OKLAHOMA INC,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
270324642,VFW AUXILIARY DEPARTMENT OF OKLAHOMA INC,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
270324684,VFW AUXILIARY DEPARTMENT OF OKLAHOMA INC,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
270325146,REENTRY AND PREPAREDNESS INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
270326025,SONRISA APARTMENTS INC,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,2122538,0
270326758,DALLAS IS GARDENING INC,T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,33232,0
270327823,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
270329391,LEONNYS ORGANIZATION VISUALIZED IN ECUADOR INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
270329863,ANONYMOUS ALLIANCE OF CHARITABLE ORGANIZATIONS INC,T3,Independent,C1200,Preservation,Trust,1,100000-499999,N,596463,1
270329935,HIGHER ENDEAVORS YOUTH OUTREACH HONOR SOCIETY-H E Y O INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
270334130,CAVALIER PETPOURRI RESCUE INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
270335425,SOCIETY OF DIAGNOSTIC MEDICAL SONOGRAPHY FOUNDATION,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,281714,1
270335467,TOWN & COUNTRY FAIR & RODEO ASSOCIATION INCORPORATED,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
270340932,REALITY CHECK FOUNDATION INC,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
270343119,KIDS NEEDS FOUNDATION INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
270348011,SOCIETY FOR PEDIATRIC INTERVENTIONAL RADIOLOGY,T6,Independent,C2000,ProductDev,Association,1,25000-99999,N,119950,1
270350288,THAT ANIMAL GROUP,T3,Independent,C1000,Preservation,Association,1,0,N,5000,1
270351250,VFW AUXILIARY DEPARTMENT OF OKLAHOMA,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
270354245,ATLANTA CARES MENTORING MOVEMENT INC,T3,Independent,C2100,Preservation,Trust,1,0,N,5000,1
270355551,THE CHILDRENS PROJECT INTERNATIONAL INC,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
270359915,BETTS MINISTRIES,T3,Independent,C7000,Preservation,Trust,1,100000-499999,N,290292,1
270364191,LENAPE LEGACIES,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
270365353,SUSTAINABLE SMILES INC,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
270367240,SHARING HIS PLAN MINISTRIES INCORPORATED,T3,Independent,C1700,Preservation,Trust,1,0,N,5000,1
270368857,HOUMA TERREBONNE ECONOMIC AND COMMUNITY DEVELOPMENT CORPORATION,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
270370215,HONOLULU PROFESSIONALS FOUNDATION,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,5000,1
270370909,LAUREL RIDGE MIDDLE SCHOOL PARENT ADVISORY COUNCIL,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
270373998,PACIFIC GHANAIAN ADVENTIST FELLOWSHIP,T3,Independent,C7000,Preservation,Association,1,25000-99999,N,41803,1
270375001,GODS GLORY UNLIMITED INTERNATIONAL MINISTRIES INC,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,19259,1
270381913,JACKSONVILLE DISTRICT COUNCIL SOCIETY OF ST VINCENT DE PAUL INC,T3,CompanySponsored,C1000,Preservation,Trust,1,100000-499999,N,364058,0
270382145,THE HELPING HANDS INTERNATIONAL,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
270384320,CALIFORNIA AMATEUR MIXED MARTIAL ARTS ORGANIZATION INC,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,82694,0
270384523,ALL ABOUT EQUINE ANIMAL RESCUE,T3,Independent,C1200,Preservation,Trust,1,100000-499999,N,74469,1
270385897,ACTION UNITED FOR ENTERTAINERS AND DIVERSE ARTIST,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
270388096,MORE THAN MUSIC INC,T3,Independent,C1700,Preservation,Trust,1,100000-499999,N,13182,1
270388268,SWAMP DAWG YOUTH ORGANIZATION,T3,Independent,C1000,Preservation,Association,1,0,N,5000,1
270390095,PTA UTAH CONGRESS,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
270390205,PTA UTAH CONGRESS,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
270390360,PTA UTAH CONGRESS,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
270390601,WOMENS COUNCIL OF REALTORS - NWOAR CHAPTER,T6,Independent,C1000,ProductDev,Trust,1,25000-99999,N,41054,1
270391722,ANGELS IN DISGUISE CHARITABLE TRUST,T3,Independent,C1000,Preservation,Co-operative,1,0,N,5000,1
270392335,BIBLICAL BUSINESS TRAINING INC,T3,Independent,C7000,Preservation,Trust,1,25000-99999,N,338878,0
270402110,BEPROACTIVE INC,T3,Independent,C1000,Preservation,Trust,1,1-9999,N,5016,1
270403475,KERN COUNTY PROBATION OFFICERS ASSOCIATION,T5,Independent,C1200,ProductDev,Trust,1,100000-499999,N,393958,1
270410387,INTEGRA-TECH HEALTH SERVICES INC,T3,Independent,C1000,Heathcare,Trust,1,0,N,5000,1
270410452,TEATRO PARAGUAS INC,T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,47180,0
270415552,FELLOWSHIP OF CHRISTIAN COWBOYS INC,T3,CompanySponsored,C7100,Preservation,Association,1,0,N,5000,1
270418578,PENINSULA TELEVISION INC,T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,141250,0
270419132,DREWMARC MULLIGAN MINISTRIES,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
270420328,WORLD WATER MISSIONS AND INITIATIVES FOR PEOPLE OF DEVELOPI,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
270421336,GOD ORDAINED MINISTRIES INC,T3,Independent,C7100,Preservation,Trust,1,0,N,5000,1
270421913,RITE TO PASSAGE INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
270424178,GEORGE STEINBRENNER HIGH SCHOOL ATHLETIC BOOSTER CLUB INC,T3,Independent,C1200,Preservation,Trust,1,100000-499999,N,108346,0
270427001,A HERO WAS HERE SGT JOHN KYLE DAGGETT FOUNDATION,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,58374,1
270428340,QUOTA CLUB INTERNATIONAL INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
270429286,OJAI VALLEY DEFENSE FUND,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,623969,1
270430776,PACIFIC CHRISTIAN ACADEMY,T3,Independent,C2000,Preservation,Trust,1,1M-5M,N,1007297,0
270430941,MINISTERIO CENTRO CRISTIANO NEFESH,T3,Independent,C7000,Preservation,Trust,1,0,N,5000,0
270434401,OKC PIA ASSOCIATION,T4,Independent,C3000,ProductDev,Trust,1,0,N,5000,1
270434765,SAN MANUEL ECONOMIC DEVLOPMENT AUTHORITY INCORPORATED,T4,Independent,C3000,ProductDev,Trust,1,0,N,5000,1
270435998,WORLD BRAIN FORUM FOUNDATION,T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,519206,1
270436978,AVENS PLACE,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
270439248,VALLEY HEIGHTS BOOSTER CLUB INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
270444709,GREEN EDUCATION ONLINE,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
270444983,ARIZONA VICTIMS OF VALLEY FEVER INC,T3,Independent,C2100,Preservation,Trust,1,0,N,5000,1
270445486,JUDEVINE INC,T3,Independent,C1000,Preservation,Trust,1,5M-10M,N,1322134,0
270454243,CHILDREN OF CONSERVATION INC,T3,Independent,C4000,Preservation,Trust,1,100000-499999,N,237393,1
270454867,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
270459314,MOHAVE VALLEY CLOTHE A CHILD FOUNDATION,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
270461424,WHITE CELL INC,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
270463335,MS ELITE AMATEUR FAST PITCH SOFTBALL ORGANIZATION,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
270466605,SURRENDERING IS FREE,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
270470227,TEA PARTY PATRIOTS INC,T4,Independent,C3000,ProductDev,Trust,1,10M-50M,N,1100212,1
270472835,KREWE OF CHAOS INC,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,13823,0
270473262,GEORGIA TEA PARTY INC,T4,Independent,C3000,ProductDev,Trust,1,0,N,5000,1
270473403,CHICKTIME INC,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,28168,1
270477933,DOUG HALLOCK MINISTRIES,T3,Independent,C7100,Preservation,Trust,1,0,N,5000,1
270478044,WORLD WAR II EXPERIENCE A NON PROFIT EDUCATIONAL ORGANIZATION,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,0
270484209,ACTS MINISTRY,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
270484223,PHOENIX IMMIGRATION AND EDUCATIONAL CENTER INC,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
270488410,GREATER SW FLORIDA PARADISE IOWA CLUB,T7,Independent,C1000,ProductDev,Trust,1,0,N,5000,0
270489988,SOARING SPIRITS INC,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
270492872,TRI COUNTY FRIENDS FOR ANIMALS INC,T3,Independent,C4100,Preservation,Trust,1,0,N,5000,1
270494707,NATIONAL YOUNG MENS SERVICE LEAGUE,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
270495552,INTERNATIONAL CONGRESS OF CHURCHES AND MINISTERS,T3,CompanySponsored,C2700,Preservation,Trust,1,0,N,5000,1
270496965,CLEAR FORK UNIT 661,T19,Independent,C1000,ProductDev,Trust,1,0,N,5000,0
270501770,U RIDE TOO INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
270502822,HEARTHFIRE ENTERPRISES INC,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,34875,1
270509015,CHINA US CULTURE EXCHANGE CENTER,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
270509470,SANDRA KOBELT HAU MEMORIAL FOUNDATION,T3,Independent,C1000,Preservation,Trust,1,1-9999,N,17354,1
270510651,HAPI TRAILS - HORSE ADOPTION PROGRAM INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
270511461,NEW SCHOOL OF MUSIC INC,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,5000,0
270515932,MATRIX MINISTRIES CORP,T3,Independent,C1270,Preservation,Trust,1,100000-499999,N,42145,0
270516607,SHOWTIME CLUB OF CYPRESS LAKES,T7,Independent,C1000,ProductDev,Trust,1,0,N,5000,1
270518117,ALABAMA YOUTH BALLET COMPANY,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
270518254,NORTH TEXAS STATE SOCCER ASSOCIATION INC,T3,CompanySponsored,C1200,Preservation,Trust,1,25000-99999,N,36521,0
270519518,BRINGING OUR GIRLS TO SCHOOL - US,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,0
270519790,SUBMARINE OFFICERS SPOUSES CHARITABLE ASSOCIATION-WASHINGTON,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
270520288,NATIONAL YOUNG MENS SERVICE LEAGUE,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
270520486,FRIENDS OF THE SHELTER ANIMALS,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
270521158,COMMUNITIES IN SCHOOLS OF MILLEDGEVILLE-BALDWIN COUNTY INC,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,174511,0
270533656,PUBLIC ART PROJECT OF OCEAN SPRINGS,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
270536417,PRESCOTT HIGH SCHOOL BASEBALL BOOSTER CLUB,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,17738,1
270540985,PORTLAND AREA TEACHERS-RETIRED,T5,Independent,C3000,ProductDev,Association,1,1-9999,N,5000,0
270549307,UJIMAA FOUNDATION,T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,66072,0
270549430,DOCTORS PLUS OF COLORADO INC,T3,Independent,C1200,Heathcare,Trust,1,100000-499999,N,32409,1
270551827,PYRAMID ATHLETIC ORGANIZATION,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,19808,1
270553472,INTERNATIONAL ASSOCIATION OF SHEET METAL AIR RAIL & TRANSPORTATION,T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,1
270558106,ACHIEVE FORT BEND COUNTY,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
270558359,JIM & ALDA FRUCCI SENIOR ASSISTANCE FOUNDATION,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
270559157,CONCERNED CHRISTIAN CITIZENS OF CEDAR CREEK LAKE,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,25455,1
270562365,LATINO ECONOMIC AND DEVELOPMENT CENTER,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
270562635,GLENDALES HOPE CORPORATION,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
270563623,ACE MENTOR PROGRAM OF AMERICA INC,T3,CompanySponsored,C1200,Preservation,Association,1,100000-499999,N,93685,0
270564877,JACKSONVILLE DISTRICT COUNCIL SOCIETY OF ST VINCENT DE PAUL INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
270564921,KATCH THE VISION INC,T3,Independent,C2100,Preservation,Trust,1,0,N,5000,1
270570054,UNITED STATE PONY CLUBS INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
270570286,WHITE SANDS USBCY BOWLING LEAGUE,T3,Independent,C2000,Preservation,Association,1,0,N,5000,0
270573037,NATIONAL FELLOWSHIP OF RACEWAY MINISTRIES,T3,CompanySponsored,C7000,Preservation,Association,1,0,N,5000,1
270576584,DEPARTMENT OF OREGON LADIES AUXILIARY TO THE VFW OF THE U S,T19,Independent,C1000,Preservation,Trust,1,1-9999,N,6010,0
270577916,BARTLESVILLE WRESTLING CLUB,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
270580537,OSOGBO PROGRESSIVE UNION USA INC,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
270582721,PARADISE COAST CHAPTER NINETY NINES INC,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,0
270583068,CONSTRUCTION OWNERS ASSOCIATION OF AMERICA INC,T6,CompanySponsored,C2000,ProductDev,Association,1,0,N,5000,1
270585668,ALPHA PHI SIGMA,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
270585839,ALPHA PHI SIGMA,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
270585895,ALPHA PHI SIGMA,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
270586882,INLANDIA INSTITUTE,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,144237,0
270591544,MY BABY ANGEL FOUNDATION,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
270591945,OK ADOPT A DOG,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
270592271,ALPHA PHI SIGMA,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
270592387,ALPHA PHI SIGMA,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
270592444,KIDS HAVE RIGHTS INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
270593782,COMMUNICATION WORKERS OF AMERICA,T5,CompanySponsored,C1000,ProductDev,Association,1,25000-99999,N,194164,1
270597911,SAINT AUGUSTINE MEDICAL AND RESEARCH CENTER,T3,Independent,C2000,Preservation,Trust,1,1-9999,N,5000,1
270602844,CENTER FOR VISUALLY IMPAIRED ADULTS OF PLACER COUNTY INC,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
270604292,UNITED RECIPROCITY OF AMERICA,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
270604574,ASSOCIATED FRIENDS OF ROOSEVELT DRAMA,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,83523,0
270609600,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,100000-499999,N,48069,0
270614309,SOCIETY OF SAINT VINCENT DE PAUL COUNCIL OF LOS ANGELES,T3,CompanySponsored,C1700,Preservation,Association,1,0,N,5000,0
270614316,ADAMS PROJECT INC,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
270614337,TRANSFERWARE COLECTORS CLUB INC,T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,117096,0
270615082,LAKE CITIES CROSS COUNTRY,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
270615543,ALPHA PHI SIGMA,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
270620687,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
270620711,ASSOCIATION OF ENERGY SERVICE COMPANIES,T6,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,1
270621459,NATIONAL CONSORTIUM FOR ADVANCED POLICING,T3,Independent,C1000,Preservation,Trust,1,0,N,412034,0
270626168,SUPPORTING OTHERS ACHIEVE RECOVERY INC,T3,Independent,C1000,Preservation,Trust,1,25000-99999,Y,5000,1
270626610,NORTHWEST MISSOURI FINANCIAL WOMEN,T6,Independent,C2000,ProductDev,Trust,1,0,N,5000,0
270627714,CHILD ADVOCACY CENTER OF SNOHOMISH COUNTY,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,4475688,0
270629921,SOCIETY OF SAINT VINCENT DE PAUL COUNCIL OF LOS ANGELES,T3,CompanySponsored,C1700,Preservation,Association,1,0,N,5000,0
270630508,ARIZONA YOUTH EDUCATION SCHOLARSHIPS AN ARIZONA NON-PROFIT,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
270637502,SOCIETY OF SAINT VINCENT DE PAUL COUNCIL OF LOS ANGELES,T3,CompanySponsored,C1700,Preservation,Association,1,0,N,5000,0
270638329,WOMEN OF FRAGRANCE MINISTRIES INC,T3,Independent,C7000,Preservation,Trust,1,0,N,5000,1
270641917,FELLOWSHIP OF CHRISTIAN COWBOYS INC,T3,CompanySponsored,C1700,Preservation,Association,1,0,N,5000,1
270642589,CELEBRATE OUR RELIGIOUS ENTHUSIASTICALLY,T3,Independent,C7100,Preservation,Trust,1,100000-499999,N,26265,0
270643019,ALPHA PHI SIGMA,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
270643148,ALPHA PHI SIGMA,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
270643195,ALPHA PHI SIGMA,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
270643235,ALPHA PHI SIGMA,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
270643276,ALPHA PHI SIGMA,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
270643317,ALPHA PHI SIGMA,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
270643387,ALPHA PHI SIGMA,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
270643435,ALPHA PHI SIGMA,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
270643537,ALPHA PHI SIGMA,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
270643575,ALPHA PHI SIGMA,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
270643635,ALPHA PHI SIGMA,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
270644219,ALPHA PHI SIGMA,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
270644372,ALPHA PHI SIGMA,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
270644402,ALPHA PHI SIGMA,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
270644446,ALPHA PHI SIGMA,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
270645346,ALPHA PHI SIGMA,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
270647704,SOCIETY OF SAINT VINCENT DE PAUL COUNCIL OF LOS ANGELES,T3,CompanySponsored,C1700,Preservation,Association,1,0,N,5000,0
270649161,STANWOOD COMMUNITY MINISTRIES,T3,Independent,C1700,Preservation,Trust,1,0,N,5000,1
270651663,AMERICAN COUNCIL FOR MEDICINALLY ACTIVE PLANTS,T3,Independent,C1280,Preservation,Trust,1,0,N,5000,1
270652011,SOCIETY OF SAINT VINCENT DE PAUL COUNCIL OF LOS ANGELES,T3,CompanySponsored,C1700,Preservation,Association,1,0,N,5000,0
270654510,SOCIETY OF SAINT VINCENT DE PAUL COUNCIL OF LOS ANGELES,T3,CompanySponsored,C1700,Preservation,Association,1,0,N,5000,0
270660544,WESTERN COLORADO ATHEISTS & FREETHINKERS,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
270661190,CHRISTIAN HOMESCHOOL ASSOCIATION INC,T7,Independent,C1000,ProductDev,Trust,1,0,N,5000,0
270662564,VFW AUXILIARY DEPARTMENT OF MISSISSIPPI,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
270662980,SOCIETY OF SAINT VINCENT DE PAUL COUNCIL OF LOS ANGELES,T3,CompanySponsored,C1700,Preservation,Association,1,0,N,5000,0
270666374,TEXAS INDEPENDENT ATHLETIC ASSOCIATION,T3,Independent,C1000,Preservation,Association,1,0,N,5000,0
270672275,ALTRUSA INTERNATIONAL FOUNDATION INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
270673069,TIPPING THE SCALE,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
270674594,MESILLA VALLEY SHOTGUN SPORTS INC,T4,Independent,C3000,ProductDev,Trust,1,25000-99999,N,148887,1
270676021,PUTTIN ON PRODUCTIONS CORPORATION,T3,Independent,C1200,Preservation,Trust,1,100000-499999,N,24506,1
270677159,PTA UTAH CONGRESS,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
